Product_Type,SKU_ID,Price,Availability,Units_Sold,Revenue,Customer_Segment,Stock_Levels,Shipping_Lead_Time,Order_Quantity,Shipping_Time,Carrier,Shipping_Cost,Supplier_ID,Supplier_Lead_Time,Production_Volume,Mfg_Lead_Time,Mfg_Cost,Inspection_Result,Defect_Rate,Transport_Mode,Route,Logistics_Cost,Gross_Margin_Pct,Revenue_Per_Unit,Daily_Demand,Stock_Cover_Days,Demand_Stock_Ratio,Total_Lead_Time,Cost_Per_Unit,Reorder_Point,Reorder_Gap,Carrying_Cost_Ratio,Supply_Efficiency,Shipping_Cost_Ratio,Future_Sales,Delay_Flag,Inventory_Risk_Class,Cash_Stress_Score
cosmetics,SKU62,67.4520873321285,70.17116336511768,250.69250400481843,4107.13277443717,Unknown,96.66440628891561,1.9649187838510964,39.679737862748055,6.620620389707209,Carrier C,8.00878676423854,Supplier 2,12.74971461771302,804.6952211516916,14.277994101754294,21.255601895405857,Pass,1.7210445058483292,Sea,Route C,366.60165795356875,79.42705805864816,17.071878550181292,8.208439234820556,9.700663180458697,2.9060677224827702,27.95830909827862,1.2116793842059812,286.1968009320819,0.0,0.10750477980355728,18.1187188729503,0.0015652083481269125,289,1,Low,1.19
haircare,SKU68,36.30483782130655,26.458975752782486,151.00623623488636,3751.6855494177335,Non-binary,0.0,7.460449526400103,55.44482285643906,7.553178335890313,Carrier B,1.3392917695441249,Supplier 2,2.1473278164409524,395.3082220095074,16.513837468722166,83.83419792947957,Fail,2.178716845156092,Rail,Route A,345.71521852731803,0.0,25.685566574398372,5.386922877736004,0.0,145.8147672862029,17.16038615896156,1.4961225711011539,146.13288162226272,0.0,0.0,6.932167307825544,0.00029770081084770406,140,1,High,7.1
cosmetics,SKU21,96.36789732206675,56.038012504116644,580.9211801648884,6575.185071014528,Unknown,73.61199453728202,27.22712014176034,6.746363425790863,5.331289271256861,Carrier B,6.632306825317023,Supplier 5,17.661261325699755,765.5107556787177,3.6565578829704677,63.155446061013045,Pending,0.01746139791657623,Air,Route C,552.7280504187335,26.05838030038154,12.299381079976518,18.55106295667758,3.7335435026624513,8.242626900877024,23.16572549490448,0.7864171656634545,556.2834701798532,0.0,0.08320678195459495,91.26927474890336,0.0008888146473989464,674,0,Low,2.23
cosmetics,SKU92,49.49271821222821,39.169368808050066,275.03888961652206,2168.7300041007675,Male,92.90931636707313,28.83676482100802,9.404393248291395,7.998202554834884,Carrier B,5.094415433331749,Supplier 2,3.5605580107639003,547.6677033843865,30.242526255598225,67.83821310570569,Pass,0.27714792547565337,Rail,Route B,224.20607336755833,0.0,7.797505535590525,9.175088171028142,10.826213768347426,2.70668429164823,34.01912829070209,0.8723247827293437,370.4861145659248,0.0,0.4421247601900511,57.43440117759611,0.0018071295477768215,262,1,Low,4.56
skincare,SKU66,26.80384137105844,55.19155896745143,669.3406902913382,8925.909999552798,Female,13.877636435595477,16.976262098326565,19.906434801264844,8.62487025176625,Carrier A,2.30922896279802,Supplier 5,19.60898913497896,692.188629819984,30.38797999851214,39.76670334885659,Fail,3.3112557079770766,Road,Route A,453.3922735528008,0.0,11.754337075324663,23.49040774636266,0.5897780850684206,55.693078276655115,50.44165059136364,0.5911693608144485,1477.2570241663022,0.0,0.026529272934873803,35.534644699411395,0.0003007139756833505,590,1,High,6.36
skincare,SKU75,86.69206511203814,32.398521401927205,105.2956038206859,1922.2871804023714,Non-binary,15.606572845348127,18.95785504103126,56.2576301925649,10.811780352512317,Carrier C,2.412033125185041,Supplier 1,24.23434872117945,807.8684788259302,9.51749625369455,52.63467578882773,Pass,1.8991127783788697,Air,Route C,939.1075952585879,49.455888664636184,14.849967258968087,3.536355695606713,4.973141368471375,6.083588185238799,35.390143417389154,7.659034646556001,172.01562021320265,0.0,0.08917914729982943,14.546755318852634,0.0014385221411711007,89,1,Low,4.33
haircare,SKU25,39.88352148911276,70.15985499590833,147.43490882075403,2444.795917342475,Male,93.63245841254496,9.365666718189882,63.25195714537806,3.060514222975465,Carrier C,2.370137614355169,Supplier 4,17.639169698604984,861.9567315533319,20.35257277053066,88.9493867648094,Pending,3.588209333424913,Road,Route B,455.1650393233521,0.0,14.064281918695299,4.657667751932087,17.421653614330403,1.881932721255162,38.44142623005048,3.0572970249604516,253.69408772863784,0.0,1.1463221821433558,16.253942118615903,0.001062276959452229,148,1,Low,7.35
skincare,SKU15,41.172355546957036,103.93517252815506,461.7355768948248,4317.552901523197,Non-binary,9.168286200947605,8.064198591730003,63.3799852895307,6.539871933694474,Carrier B,2.2291373870776603,Supplier 1,14.30746713735865,541.8403791967093,7.092448977161598,115.58629941407881,Pass,2.230740402882615,Sea,Route B,115.99588138973108,0.0,11.910409503105884,18.137898747789162,0.556723200618798,38.8145670532793,23.868542733006123,0.32675369615367,422.09414757043913,0.0,0.05066903729323487,8.737435046799641,0.00042031376422778285,459,0,High,8.19
cosmetics,SKU50,14.525036160638846,84.0671888625613,647.0624697580155,5864.348631756596,Female,29.010917869279332,23.50666236178872,78.810545431709,10.054188179174,Carrier A,6.47602693284119,Supplier 2,20.95704578634091,294.7010571097574,21.756658321700396,47.647978386687726,Fail,5.1252511594869254,Rail,Route B,508.3515924246963,0.0,9.023197266977917,25.44984053975774,1.4923065964271889,21.55525250595746,39.403429562056935,0.8064745826174051,1071.1546815802838,0.0,0.14523049237599875,3.8018699444345696,0.0010575070298392778,454,1,High,10.73
cosmetics,SKU85,82.00842662514941,77.16855997346819,25.611799563565096,8664.94575299957,Female,17.225887022255595,19.60961376216253,73.24678594050816,1.8765511823986218,Carrier C,7.9961746203359905,Supplier 5,3.9986981397124217,230.32015172339942,2.0601722070412767,65.7381857215054,Fail,1.2967014316152405,Road,Route B,923.0772351693874,9.438578247264934,348.8429430232774,0.8309749962683477,19.07504342081937,1.4302452743739118,6.024893314254651,32.70042044406499,9.00327188099974,4.917039436404854,0.6445741720769962,2.9386448508556837,0.0009090748771009785,31,0,Low,1.55
skincare,SKU56,17.499072300522034,88.99982993269252,85.00665340145876,4632.849528801906,Non-binary,25.852333560280417,20.92859070834073,84.60046989102369,4.688090548390804,Carrier C,1.5848562641145365,Supplier 1,25.886791772343372,762.470138645122,27.05060152305022,12.250192549193782,Pass,1.1941210044074415,Air,Route B,834.361395282631,38.326591505100005,48.351727352810045,3.034204939116939,8.188058653557652,3.6107362306616273,56.66655938396484,9.393394669780246,215.52640646114318,0.0,0.16675905279953618,10.504492753184183,0.0004107421401117993,78,0,Low,4.61
cosmetics,SKU28,2.651723862285256,10.315337510989655,384.05350813913714,6318.008978318969,Female,50.18864959713671,14.978833608226655,20.807999416382877,3.9431815647147848,Carrier B,10.54445324014448,Supplier 1,12.67172271224821,172.26542212895532,8.073267594209291,58.54090139670501,Fail,0.8054862375229824,Air,Route A,125.35447734401784,0.0,15.693206338281477,13.546112469325253,3.3477406282847366,7.963031367283869,18.034594993093826,0.3133969384690108,335.4771418706614,0.0,2.7884710246296978,6.604201377249843,0.0018305291660313657,223,0,Medium,62.0
haircare,SKU77,64.11252050167563,13.392718188133212,343.2847577066594,2462.145277775025,Unknown,105.52073020785075,24.077852724399026,54.468415100397735,4.131622129032906,Carrier B,6.941454136841775,Supplier 1,25.11048946873856,327.2587708728209,5.132384421514017,41.54224279585173,Pass,2.7952240405542534,Road,Route B,839.9225376939561,25.61219758712478,5.743077215245689,12.34249877965584,8.623472428154756,3.59522363195296,30.1589932844102,2.2281142360573774,444.5141663083997,0.0,0.2230501083084391,5.816408680136046,0.0022361375004326892,284,0,Low,3.28
cosmetics,SKU91,64.94692766989036,102.37780672370712,953.3045067245926,2119.4410454969793,Male,103.30910078618633,23.744131600362444,91.40759395586265,7.534101156728048,Carrier B,7.660798074715615,Supplier 4,4.313986866972257,188.96136164410663,25.601057388128186,31.73686315167374,Pending,0.6042287778286717,Rail,Route B,1109.6513576869456,31.836684128375623,2.23607382665317,31.82541050094081,3.258872001888581,10.128393420716998,32.8909307682972,1.2193117762384966,1194.625413543355,0.0,0.06772402083875502,2.2291134895816653,0.003479865323073344,1082,0,Medium,3.66
haircare,SKU68,39.67740976618133,32.1257052743886,166.1837741770195,3696.1897134759433,Non-binary,0.0,8.24656500278629,48.35072250799082,7.23482846082051,Carrier B,1.3217208454257445,Supplier 2,2.00218400660321,378.17507993029204,18.79747382665903,103.31432423252177,Fail,1.9404936653958846,Rail,Route A,306.7294379680916,0.0,19.110669562059552,5.278917300044821,0.0,157.97982770505521,19.398547996524005,1.9413261797120418,136.7400839987262,0.0,0.0,6.58396175902829,0.0002733973868297468,109,1,High,7.7
haircare,SKU46,27.029080321298384,68.62078008331422,923.1106367487148,2930.997905051949,Non-binary,90.91384679003664,28.63601618516671,6.494759839534475,8.366007701368407,Carrier B,4.0477407261171505,Supplier 3,18.530222235515545,1011.2750171442802,21.763758455673816,73.6981865166819,Pending,3.8805624812404464,Road,Route B,444.7276134852254,0.0,2.56898766355936,29.52722477130392,3.06561317294668,9.588864582775283,36.54141343849177,0.38981607327538237,1379.4417494211607,0.0,0.27224475953364696,121.10084299746232,0.0014126330991045624,920,1,Medium,9.08
haircare,SKU93,70.89766983390905,89.55939066068137,101.01391826055747,4998.220027856406,Unknown,53.31208033115213,19.14397595601445,73.25719565171623,1.0244637534760797,Carrier C,7.508715504122696,Supplier 4,20.700775650841745,722.4587423001383,20.37837685679684,31.155450267562276,Fail,4.162155867787249,Air,Route A,742.0382966278962,52.36006759678285,40.95790647421225,4.006204797232616,16.949185981039093,2.048978337440098,44.353471275877034,8.13697087798927,177.24723078021404,0.0,0.2291035999425187,11.912921558232114,0.001495734129905194,95,1,Low,2.38
haircare,SKU61,53.83648701600364,22.02306601053696,123.89271448496761,7252.642483403291,Unknown,30.787655398555625,21.23648492633746,36.18981451932632,7.055620423061414,Carrier C,8.591293397143442,Supplier 4,13.709686432999463,425.5542070577953,12.651408531772265,83.0765650767903,Fail,4.384586551654842,Air,Route A,174.43236087472923,0.0,66.46050995973592,3.495520609123804,8.332374523119883,3.8011897051192167,29.103568053725024,1.481324568335703,115.53715751016509,0.0,0.4080777488547344,13.348405730853234,0.001398252445547876,80,1,Medium,4.33
haircare,SKU68,34.60755951829882,30.416912296913818,128.0837274379518,3340.1892845485295,Non-binary,0.0,7.237625200178867,52.879374367255835,7.663729265182208,Carrier B,1.2111617271221093,Supplier 2,1.8215592118798989,374.03148908089634,17.377662946326243,106.10965545852336,Fail,1.9067027850524276,Rail,Route A,300.38578489792053,0.0,21.04864974353908,5.767542979260018,0.0,156.6238890994508,20.46899248911078,1.691432370004974,141.08905835461314,0.0,0.0,6.523764028709684,0.00031422853596248826,102,1,High,9.41
skincare,SKU75,102.15066287540562,29.922158648077986,113.53371990099814,2176.9465463551915,Non-binary,14.676523852836286,21.874115941159232,52.061414252871515,9.429239592948793,Carrier C,2.4715624663599836,Supplier 1,23.70793833435439,709.6205505542688,10.946843830931556,46.783379447985226,Pass,1.922020249355853,Air,Route C,806.5890627439071,53.8290571049931,16.109898444140722,3.485607047341227,4.902452165403618,6.638802193028291,36.673099048208776,7.752886541495295,156.76444892820453,0.0,0.07622076000031311,12.99613070648189,0.00127881487940207,92,0,Medium,3.2
skincare,SKU15,34.65741372754438,81.24697416000218,515.9695341194372,5890.414426818924,Non-binary,9.629751099732887,8.242188325432492,69.94040137308346,6.611536182049826,Carrier B,2.308334393848213,Supplier 1,15.62999812676825,658.086900797069,6.8965380954526365,97.1505282741232,Pass,2.3970676130978608,Sea,Route B,128.81786423061934,0.0,11.548487149073974,14.46010490433176,0.5820954057368796,46.39848425092858,16.766230855384023,0.27390428855085525,471.95049760098834,0.0,0.050533564776760354,7.728858659244432,0.00036499522271722217,547,0,High,8.17
cosmetics,SKU89,95.33491816259085,10.503834571669419,131.49416333746998,5747.379445934714,Unknown,93.56828914726339,1.0160077694739258,27.60323149635379,8.761788442320688,Carrier B,10.77554602640624,Supplier 1,25.75216165064957,334.1001843156148,11.754384780726305,52.74001126870982,Pending,1.6585007804364922,Rail,Route B,516.6680659484624,50.05566559459769,44.12792324300225,4.8768841590250265,17.855657306241355,1.5018693523559286,32.46424596105089,4.194112025800315,193.29717895497933,0.0,0.3018047157197028,16.023742391723864,0.001738064844206737,90,0,Low,1.86
cosmetics,SKU89,86.654895925438,9.351406327801365,138.4232359061113,5578.668651338809,Unknown,85.62954168207821,1.078874065367023,28.938404812985514,7.63442747876149,Carrier B,10.859926402143824,Supplier 1,21.692467444277817,420.1288181061724,11.47304030624978,47.68576074477112,Pending,1.8489396431998513,Rail,Route B,492.301794645709,42.59034722979343,43.173571355970395,4.463249329514414,17.16362875549152,1.5700275622040694,33.56378955704813,4.2054793159707975,176.77244013291005,0.0,0.3086976243923658,13.160842542508792,0.0017293236728578847,103,0,Low,1.71
skincare,SKU47,95.39313293582445,95.26441431660686,769.8928735122294,7010.41938289166,Male,3.974264992523896,12.616222959627885,53.62127913454213,8.343825550941725,Carrier B,9.65562589428318,Supplier 1,10.068761328502449,919.7113816380269,21.60750729364739,22.333822787078606,Pending,0.38174595839140796,Rail,Route A,645.573314133433,78.28124381496765,8.3907959673626,29.44126512204938,0.11460713423330282,197.68559413694044,31.128827379981196,0.5086712139415467,1135.3522431179981,0.0,0.000925434216543433,20.43258239671898,0.0013716556845694504,925,0,High,1.97
haircare,SKU84,95.2255693405864,96.04565427987943,542.623740837268,1921.8782936493064,Unknown,71.07433913147852,25.970753909982534,88.12241896626695,10.58446229555372,Carrier A,9.870006312971514,Supplier 5,22.0775283309888,643.8461638424673,23.540626696128612,33.49337191030282,Pass,4.471104794822577,Air,Route B,442.53867861249006,58.765576159535556,3.7675322316319884,21.964956755326327,3.7423837590623483,8.409573011624772,45.15803065185405,0.7722941216591336,1151.3612352524217,0.0,0.046114212930347426,6.65191170744535,0.004187579124423177,369,1,Medium,3.5
cosmetics,SKU38,51.61432983219085,70.71230244658504,741.1313778861103,11084.276565294333,Non-binary,76.05494480835432,0.9773908050869545,92.67735826194959,5.33735472527578,Carrier B,9.323984415787205,Supplier 5,9.980804157316715,864.1281343054158,14.412075680702532,6.0527792475116895,Pending,0.5511394331023589,Air,Route B,311.24108060110876,87.39645709656246,12.376627241076825,23.250866678915525,3.416248874137763,9.658949006347695,20.08638130365794,0.4730123840095699,619.8025616968572,0.0,0.010000331674759118,10.474217291220393,0.0010400611228238532,656,0,Medium,0.4
haircare,SKU99,65.87172811923872,15.428649647733334,601.0451263634164,8284.276408000469,Unknown,52.45027784701244,9.322821124547485,60.127393459416346,5.703352246527061,Carrier B,1.382294740794906,Supplier 2,26.84229970854482,891.1135646123586,1.7033325686593355,41.95349864756289,Fail,0.34044298054292477,Rail,Route B,196.9390975594229,46.738549943205655,13.42115404353745,19.24984532604283,2.5211580199365464,10.123407199470208,29.3794472888516,0.3306735242860996,775.2513578039826,0.0,0.04774809092772734,16.063059469382726,0.0001059794907243182,429,0,Medium,2.51
skincare,SKU32,76.05721085256157,42.35039285411002,765.5162188637134,8505.89570101855,Unknown,85.1540709601531,13.828077428994497,68.15802773597582,4.131805464709594,Carrier C,5.194173559111347,Supplier 3,28.124369559687363,764.5693678294818,7.958939866275124,29.65788116938024,Pass,1.9609618905558002,Road,Route A,754.2836576769637,55.97632532043902,12.601056806433343,22.864580535845686,3.3768143240110633,8.739821920589005,37.14592289595184,0.871931986751704,1094.2023266161875,0.0,0.04294888231363907,10.700828021089954,0.0006400165484253222,646,0,Medium,2.19
haircare,SKU93,73.7410221518438,88.24191545855255,103.6874837919666,4463.013842592901,Unknown,58.93721732595131,17.409876357881913,72.61910711739442,0.9135328383676833,Carrier C,7.094530483067457,Supplier 4,21.233493974349138,682.6330421913179,21.332186266850357,41.617105789629456,Fail,4.2117841422716955,Air,Route A,913.0982055900532,43.69527763108199,37.463387253064695,3.8216579432594995,15.373142320947446,1.7864281896533913,44.291069033240525,6.65510985126389,207.00609632828656,0.0,0.2712685547432242,12.105234492133265,0.0013887650441207855,102,1,Low,3.2
haircare,SKU22,26.45121170465434,61.1430372478946,971.6879843097399,2528.524952683127,Unknown,76.91408624247842,0.9503703663785114,56.83688425583105,9.353919321621976,Carrier A,9.063228848819175,Supplier 4,20.92725365820775,812.9558605975054,28.7239184501163,49.416493731428275,Fail,2.567626945258233,Rail,Route C,223.57882452658816,0.0,2.875885251702199,24.489919504204448,2.291348032764366,13.761758753686975,51.20336756926456,0.2233391299525169,1902.829039404733,0.0,0.15185127976598867,11.991666752836823,0.004307182415911245,1090,1,Medium,7.14
skincare,SKU9,60.7181460791166,33.064684602080476,1126.943524845239,4772.333413200343,Unknown,11.724334052052876,29.294989769261196,92.03904654950816,0.9811399757561399,Carrier A,5.965859525650696,Supplier 2,28.87189444955894,1122.6500783947172,23.372708775206213,50.90932695264657,Pending,4.0989163620782465,Rail,Route B,1073.3166448505356,28.816980095442542,5.511356308184549,32.456057415184766,0.3642920244784248,67.5789618387356,51.19523944183573,1.073203053574033,1901.972476607811,0.0,0.010709552695266666,10.60263379256601,0.001404464364995256,699,0,High,4.41
haircare,SKU68,40.31956171655699,33.43152109704221,153.41156003606648,3807.4888408681113,Non-binary,0.0,7.995174693256539,58.327813253401004,8.521081263649272,Carrier B,1.144601549863918,Supplier 2,2.0391612484096155,408.2525134638274,16.37679124920222,81.89765983368504,Fail,2.1547630046132604,Rail,Route A,275.78946742348165,0.0,25.177833042838238,5.796524966499399,0.0,143.93235963810767,18.75444653812202,1.8522607598519891,132.3009030411078,0.0,0.0,5.984486085476669,0.0003203056250814784,130,1,High,6.11
haircare,SKU99,76.77515365319137,16.57148585832486,651.0558253195246,8542.537713784719,Unknown,54.37631321404797,7.4291164349615055,64.84944980879796,5.75914763980386,Carrier B,1.3571755985524856,Supplier 2,30.473772827461115,1150.0768343916614,1.9574824857533986,35.705845426275026,Fail,0.3440280879162397,Rail,Route B,196.40379776306116,42.69734254823994,15.50146510988527,19.776937890424893,2.7168899487889338,11.730226713040638,31.618445485606266,0.3539963957108904,763.582256768876,0.0,0.04893088928028225,15.446143105890314,9.703875001384678e-05,566,1,Medium,1.86
cosmetics,SKU33,68.15379914826872,66.8521017982586,626.750790233175,5190.637443022984,Non-binary,4.390009570438111,15.53934882152746,92.48154170725847,9.718429834375035,Carrier C,5.066505708903822,Supplier 5,0.9811976397135668,258.8427086273702,21.99129702803908,24.16119484108388,Fail,3.7359609982770676,Sea,Route A,409.6243387618656,66.53101161596776,9.271996016672574,18.1632642854536,0.1645966022662171,101.68968031367254,26.142828778138465,0.6310735871736427,561.7507683324435,0.0,0.002464603670586329,2.4636845837155983,0.0008411616979910912,619,1,High,1.45
haircare,SKU51,25.30254694859034,57.386338394678056,154.54443308051518,11179.132893985792,Male,91.94311118922862,3.9765675760403623,53.91616134347996,1.0428443302679962,Carrier A,4.58943180136496,Supplier 5,18.890926868004854,695.6143598041466,26.989179513249383,12.654680400073943,Pending,1.6107877497028498,Road,Route A,736.4508253028507,52.19863612549053,64.07187017401402,5.7086784863582904,19.318705503672437,1.3853731234212707,45.229161017325545,5.019158918947236,274.096152416893,0.0,0.37772351794748815,13.832481791161099,0.0005122370543043542,144,0,Low,2.22
cosmetics,SKU94,3.1676162393925194,105.2477139187878,1011.363831126706,8696.446209063963,Unknown,81.13914847369664,25.692375063462066,74.50283679452905,8.722481960797651,Carrier B,6.4066494379634165,Supplier 2,10.904215807160943,892.9937601897738,14.35053798403499,69.08823804317554,Pass,1.5123257068867482,Rail,Route B,859.6356486846718,0.0,7.763512469386362,33.244155237430036,2.2492597441195894,12.325147079517755,27.707211425821576,0.7947839292650052,1010.3865608617266,0.0,1.5649867392295125,13.287525095493754,0.0009251992270522248,1239,0,Medium,61.8
skincare,SKU9,62.884444549679664,37.63306807439348,1049.2042324603497,4986.85449645365,Unknown,15.784156729329446,27.905880538169296,85.60570840626765,0.9037858272851937,Carrier A,6.201329721955328,Supplier 2,29.147172702893453,1039.8284965456069,23.604451795928775,51.60577812238733,Pending,3.717428556470649,Rail,Route B,1002.5022637180714,25.113485824118616,4.3418828285597115,37.3420902755979,0.438321970139337,70.18558866438175,57.345296318672666,0.9770856093907098,2173.0614158587596,0.0,0.010826688143973147,9.866162001051208,0.0013833359287359738,825,0,High,4.81
haircare,SKU18,31.9821836454469,20.692384851463014,617.3363719332671,8834.459261421733,Unknown,10.271165211581518,11.339962408779417,43.71210110624594,7.830547622310421,Carrier C,4.569901566078174,Supplier 2,17.035335111832765,352.5953692040415,16.39555492034833,29.01829226359518,Pending,1.9162152558729573,Sea,Route A,553.2430484772411,28.75770791153131,11.359224340408728,20.456411769280145,0.5611973263241344,64.9763588968402,37.238194329924674,1.0456221746793928,806.7488732386468,0.0,0.013645597549346317,7.789049665820917,0.0004249173911643703,512,1,High,3.52
haircare,SKU57,50.91219425667186,64.0068147056248,228.4733520586237,1299.945642628801,Unknown,3.9407170479248306,18.43568554671701,49.763227316227145,0.963451005267225,Carrier B,9.44672237012527,Supplier 2,19.691480468509038,575.5136658089004,24.102486656042036,72.58083861398869,Pending,2.133720265335729,Rail,Route A,457.2194001375346,0.0,6.60024627569424,7.639614705862006,0.7934886774509621,38.31239255945588,53.87705056528047,2.3518618233705126,399.9998230566654,0.0,0.02883610302037184,11.651811960085599,0.005857894647828665,233,0,High,6.56
haircare,SKU95,82.04548880204216,60.18790368167216,630.1589849158491,7716.4063617387155,Unknown,17.38908055844354,12.771413449820962,25.849336433428217,8.740934749343404,Carrier B,8.73070848503668,Supplier 4,16.275985832339874,453.17245570384955,28.539228862026214,51.239659269790515,Pending,1.3073683657839181,Air,Route A,704.410638557483,24.91410141812025,11.421841013263112,23.072315598079665,0.6813251542796211,44.225967941371366,39.57453525380477,1.2416529401308638,1142.840456619417,0.0,0.016424873772656997,18.709847428311253,0.001242109070005853,399,1,High,3.51
haircare,SKU0,73.45325663085266,58.46527262800768,786.5381570220916,8862.451482516411,Non-binary,58.766919590515165,7.361144350676577,92.57776799357534,3.7738971888971826,Carrier B,3.2361021687818647,Supplier 3,30.825171398104978,200.56306297314387,33.41318389510756,44.16428412234298,Pending,0.22855896273797424,Road,Route B,205.30594455283105,36.825078667519854,10.1904807337309,27.83919458272865,2.1454021470264806,14.049248732109863,57.41691493612303,0.22646038699806562,1721.4139713646023,0.0,0.04504983473481146,2.4763126111189,0.0002929487697031943,783,0,Medium,3.69
haircare,SKU68,39.40251129992637,32.57106062236481,157.38508068519792,3684.2311654527143,Non-binary,0.0,7.573392702157255,59.031282007767466,8.476663443023632,Carrier B,1.35676072473584,Supplier 2,1.9336159616287065,385.37628410808844,17.817021642740027,98.61582313201966,Fail,1.8895636360681913,Rail,Route A,295.65328021593285,0.0,22.002031498618145,5.466078512322846,0.0,177.22657573148888,21.35513705482209,1.845600599508449,155.53213709444069,0.0,0.0,6.307732378888888,0.00027966669479402155,134,1,High,7.64
skincare,SKU3,62.340931555080296,68.398183447155,90.65524784725302,7483.677344651082,Non-binary,23.610916788599702,13.19264385517623,62.92956094566098,5.4574001957871685,Carrier C,1.60534710305421,Supplier 5,22.88847029256016,855.7169888640461,18.8817548014678,37.39712632353241,Fail,5.161340068289157,Rail,Route A,251.80582192332162,40.20560738442438,86.4854684912145,3.0555564605069137,8.152428143344356,3.257205088588111,44.5214259599331,2.9506924989965135,131.70852667276463,0.0,0.1625688273652639,14.27729357483142,0.00019863060073020455,59,1,Medium,2.4
skincare,SKU15,34.430229422918295,86.88615936377705,450.69216668215677,5511.432826226773,Non-binary,9.23003755031616,8.591568678968704,64.67753381157505,7.7792450150219885,Carrier B,2.949259917888219,Supplier 1,13.529660067576344,498.00275652947374,6.024716081403961,93.26118499171737,Pass,2.138664685377563,Sea,Route B,127.91436409763814,0.0,10.410106442535987,15.418485908641761,0.5757130041555538,54.53738717109533,18.67894103741679,0.25548808910142856,399.06766045836054,0.0,0.054968721729698244,7.609945434172096,0.00037069175785266087,560,1,High,7.86
cosmetics,SKU23,4.746171843529989,27.141822166463072,417.10595543580325,8537.645187108516,Unknown,79.84475486007787,4.796862497256,26.40033264019166,7.507956087833651,Carrier A,2.956695730209073,Supplier 5,11.784047408102042,621.4532512553008,30.255182379015753,87.14930386604118,Pending,1.2382064696964115,Rail,Route A,209.6942013736747,0.0,23.834799497546694,12.94027955406526,6.1799966789348675,4.8398085703659275,34.47224024029755,0.48818504535387364,633.3504120288982,0.0,4.3890610267275525,17.034983532137282,0.0002905643621045606,330,1,Low,52.5
haircare,SKU79,56.77054394814703,62.96666258680518,184.09280084749446,7577.504977541653,Non-binary,34.94692205690865,27.12817512252932,18.217603174651416,1.0540357312288384,Carrier B,6.9289302228326,Supplier 3,5.078301638681863,206.60092448906533,11.428315782273149,54.963645213519264,Pending,0.1728901073137969,Air,Route C,339.4283257223764,0.0,37.923226711135925,5.777137951233847,5.675756266483035,6.387397964499812,19.00193775997688,1.6083873121921086,155.88810552712778,0.0,0.16553660868451156,11.718394585103631,0.0008967003955688231,220,0,Low,2.74
skincare,SKU1,14.788448964431156,87.36697110618904,735.1301112104146,7813.679989759559,Female,50.72786761774179,28.98453735409661,32.41711104451637,1.843493576155302,Carrier A,10.06193962976137,Supplier 3,24.622774264113286,562.568630847131,35.46229124033595,37.618947746380194,Pending,4.79503440964067,Road,Route B,465.4089938416326,0.0,9.690031730874269,24.858568761395897,2.356805963421912,14.153136697154316,59.68205048366184,0.7046115371384147,1405.295137708326,0.0,0.16835280104581093,13.853884068412942,0.00143605825261845,576,1,High,8.89
cosmetics,SKU91,62.14693768103716,88.72989976814115,800.6585504073386,1810.3127410736656,Male,100.42077399661139,22.368990767622023,89.04522822991835,7.252324781230271,Carrier B,7.403750502831034,Supplier 4,4.599322039625436,207.0094757353069,27.90089045945939,44.13778677955226,Pending,0.6925176463255805,Rail,Route B,958.5993642402885,34.18035764881634,1.8841732164358787,30.130238131588822,3.078602958995397,11.183047439917196,30.055398488527892,1.0920942027565097,1151.5653679490988,0.0,0.06667298896038981,2.5632618664558597,0.00403737925388552,909,0,Medium,4.54
skincare,SKU31,54.01239958333089,26.31551214464084,182.50583501371557,9283.06458389173,Male,5.325001389800874,16.752629069099182,44.39904665696597,3.600082778282701,Carrier B,2.866936178644025,Supplier 3,22.44257256932623,429.50603521595514,7.999973858363548,64.38342850696291,Pending,2.6982723379386653,Rail,Route C,655.2351513735704,0.0,58.99130548858127,5.093897012369037,1.0297275455231634,27.336744031278034,29.47030366436002,3.5897748457665215,201.22588450851228,0.0,0.04368386232319282,10.694573622577819,0.00032714086460514634,140,0,High,4.04
skincare,SKU90,13.506757818408515,60.81379391271761,358.1415956979215,9810.91996239117,Non-binary,60.15882246314913,16.26486082010298,99.39666148377754,6.380122093538311,Carrier B,6.8496462620752485,Supplier 3,8.565594887538154,563.5282699941885,9.548416100145193,81.16964280455174,Pass,1.1708646002618377,Rail,Route B,1018.530294217027,0.0,29.77511025044683,10.574868666600466,7.808444707597054,5.410547329200742,17.079710424508576,2.7816643286962437,207.7642127304257,0.0,1.3487746916782712,6.64742001001123,0.0007589662187290885,333,1,Low,16.78
haircare,SKU83,68.69880150548006,77.04710235038885,733.7949733660588,2546.5865889187994,Unknown,62.3618192407664,24.43176556108653,7.028173265257195,7.4368435146558,Carrier B,5.3181734671036835,Supplier 1,20.12316068312473,424.2408949114908,4.641156239184464,104.41221058594934,Fail,0.7895881277304728,Road,Route A,645.0167580668161,0.0,3.639606558721339,22.212816765783277,2.944556625504505,8.623278817853748,25.24082497051544,0.9286395110056429,743.831584247662,0.0,0.15186284221764573,44.48210140146663,0.002049737452315758,722,1,Medium,5.36
